,Population2011Census,Wardcode,Ward name,Districtcode,District,Crimerate,Openspace,hhSocialRented,JobSeekers,Noqual,Carsperhousehold,GeneralFertilityRate,Malelifeexpectancy,Femalelifeexpectancy,LifeExpectancy,Children,Adult,Greaterthan65,nonwhite,NotBorninUK,NotEnglishspeaking
122,14480,00BGGB,Bromley-by-Bow,00BG,Tower Hamlets,78.0,11.7,,,,,80.8,76.3,83.0,79.65,26.7334254143646,67.4665745856354,5.8,70.4,43.5,22.0
123,14751,00BJFZ,Balham,00BJ,Wandsworth,90.3,11.7,10.9,2.4,7.1,0.7,59.5,79.3,84.4,81.85,15.687072062911,76.512927937089,7.8,19.4,28.5,6.5
124,14573,00AZGP,Lee Green,00AZ,Lewisham,84.4,11.9,21.2,6.3,14.6,0.7,78.0,77.1,81.2,79.15,19.3096822891649,69.7903177108351,10.9,33.7,28.9,8.1
125,7659,00AWGL,Pembridge,00AW,Kensington and Chelsea,163.4,11.9,12.7,2.7,6.2,0.5,40.4,82.1,85.7,83.9,13.3176654915785,74.88233450842151,11.8,22.1,51.2,20.2
126,9816,00BAGD,Graveney,00BA,Merton,61.0,12.3,3.9,6.0,15.8,0.9,91.8,82.9,85.6,84.25,18.2457212713936,70.8542787286064,10.9,57.5,54.1,23.1
127,13866,00BBGH,East Ham North,00BB,Newham,79.7,12.3,17.6,8.9,19.9,0.7,92.8,71.3,76.9,74.1,21.8736477715275,70.22635222847249,7.9,90.8,60.2,31.5
128,12212,00AMGD,Clissold,00AM,Hackney,82.5,12.3,34.0,5.6,14.3,0.5,60.9,77.1,83.5,80.3,18.7111038322961,74.6888961677039,6.6,34.7,32.0,10.6
129,15190,00BGGE,Mile End and Globe Town,00BG,Tower Hamlets,85.0,12.4,46.0,8.8,19.5,0.4,35.2,76.5,86.4,81.45,18.8940092165899,74.50599078341011,6.6,52.6,40.6,16.4
130,15358,00BJGG,Latchmere,00BJ,Wandsworth,85.0,12.5,47.0,8.2,17.9,0.4,59.1,73.0,81.5,77.25,18.9608021877849,72.5391978122151,8.5,44.5,39.7,11.5
131,14859,00BGGC,East India and Lansbury,00BG,Tower Hamlets,107.4,12.5,57.5,19.5,30.7,0.4,102.2,74.9,81.8,78.35,27.7676828857931,65.2323171142069,7.0,63.7,39.5,18.6
132,13392,00AMGB,Cazenove,00AM,Hackney,63.2,12.8,33.8,9.9,23.5,0.4,116.6,74.4,86.7,80.55000000000001,28.3751493428913,66.22485065710869,5.4,43.3,36.4,16.4
133,10323,00BAFX,Abbey,00BA,Merton,82.0,12.8,14.1,2.0,10.1,0.7,52.6,80.0,81.0,80.5,15.7318608931512,75.76813910684879,8.5,26.6,38.3,12.5
134,10993,00BFGM,Sutton Central,00BF,Sutton,179.9,12.9,22.7,5.6,18.6,0.8,78.5,75.7,80.3,78.0,18.7573910670427,69.7426089329573,11.5,24.1,26.9,99.7
135,11128,00ADGG,Colyers,00AD,Bexley,44.6,13.1,29.4,6.7,25.1,1.1,85.7,78.2,80.2,79.2,22.1872753414809,63.3127246585191,14.5,17.7,12.3,2.0
136,15605,00AZGU,Sydenham,00AZ,Lewisham,83.7,13.1,34.7,8.0,18.7,0.7,71.8,75.4,80.3,77.85,20.1666132649792,67.93338673502079,11.9,41.8,30.2,7.1
137,15842,00AYGA,Brixton Hill,00AY,Lambeth,112.2,13.1,32.2,7.9,13.8,0.5,44.5,74.8,78.4,76.6,15.7050877414468,77.2949122585532,7.0,41.5,37.4,11.1
138,14777,00AYGN,,00AY,,94.4,13.2,45.0,9.2,16.2,0.4,,,,,,,,,,
139,14550,00AYGM,Saint Leonard's,00AY,Lambeth,129.7,13.2,14.0,7.3,12.6,0.6,69.1,76.2,82.3,79.25,17.0378006872852,75.36219931271481,7.6,38.9,40.4,15.8
140,13795,00AYGC,Clapham Town,00AY,Lambeth,179.5,13.2,29.7,5.1,10.9,0.5,37.9,75.5,81.7,78.6,14.5922435665096,78.10775643349041,7.3,29.3,35.2,7.8
141,13311,00AUGN,Tollington,00AU,Islington,87.4,13.3,41.9,7.8,17.3,0.4,46.2,72.4,80.8,76.6,17.7221846593043,74.2778153406957,8.0,35.8,34.5,12.6
142,14763,00AYGH,Knight's Hill,00AY,Lambeth,90.8,13.3,30.6,9.1,15.9,0.6,73.7,74.4,79.4,76.9,23.2473074578338,67.7526925421662,9.0,47.7,35.3,11.6
143,8933,00AWGC,Courtfield,00AW,Kensington and Chelsea,99.4,13.3,9.1,2.7,3.8,0.5,49.6,83.5,92.2,87.85,12.5153923653868,78.3846076346132,9.1,24.8,61.4,28.3
144,12445,00AMGS,Saintke Newington Central,00AM,Hackney,111.6,13.3,32.2,8.3,14.2,0.4,50.1,74.9,85.9,80.4,15.9582161510647,77.0417838489353,7.0,39.9,36.6,13.0
145,16533,00ACGR,West Finchley,00AC,Barnet,76.1,13.4,7.2,3.3,12.2,0.9,64.6,79.9,81.6,80.75,17.5588217504385,69.9411782495615,12.5,39.2,44.7,19.0
146,12038,00AGGR,Kilburn,00AG,Camden,135.2,13.4,42.1,8.0,17.4,0.4,59.4,72.0,78.9,75.45,17.311845821565,71.488154178435,11.2,40.1,47.9,18.7
147,10598,00ADGS,Northumberland Heath,00AD,Bexley,41.1,13.5,9.3,3.8,23.3,1.3,50.0,78.5,82.9,80.7,20.6170975655784,64.2829024344216,15.1,14.5,9.8,1.9
148,17156,00AZGF,Brockley,00AZ,Lewisham,118.9,13.5,30.1,8.4,11.8,0.5,53.0,75.0,80.1,77.55,15.2483096292842,78.2516903707158,6.5,43.1,36.8,10.5
149,13818,00AGGU,Saint Pancras and Somers Town,00AG,Camden,120.8,13.5,61.2,10.8,22.7,0.3,75.8,75.5,85.3,80.4,19.9594731509625,70.6405268490375,9.4,49.0,42.4,17.9
150,11843,00AGGS,King's Cross,00AG,Camden,164.3,13.5,46.1,7.5,12.1,0.2,34.1,76.9,81.5,79.2,14.506459511948,78.293540488052,7.2,49.2,50.9,22.4
151,14639,00AUFY,Bunhill,00AU,Islington,179.7,13.5,47.3,6.5,15.8,0.3,44.5,75.5,82.1,78.8,13.4503722931894,78.64962770681059,7.9,34.5,41.9,16.6
152,17446,00AZGQ,Lewisham Central,00AZ,Lewisham,185.1,13.6,27.4,8.2,16.1,0.5,67.4,71.4,77.6,74.5,18.3308494783905,73.26915052160949,8.4,51.6,41.2,12.4
153,15715,00ACGF,Finchley Church End,00AC,Barnet,53.5,13.7,4.9,3.4,12.3,1.2,72.1,82.4,86.3,84.35,18.7527839643653,64.7472160356347,16.5,33.1,40.9,14.5
154,15155,00AEGZ,Queensbury,00AE,Brent,85.0,13.7,15.3,4.2,21.4,1.2,73.2,85.1,85.8,85.44999999999999,20.0857802705378,67.7142197294622,12.2,72.9,57.7,24.1
155,16257,00BBGK,Forest Gate North,00BB,Newham,90.8,13.8,28.9,8.7,17.8,0.6,69.6,74.2,79.8,77.0,21.2708371778311,71.8291628221689,6.9,64.1,50.5,21.0
156,14123,00BCGT,Valentines,00BC,Redbridge,146.7,13.8,8.9,8.8,16.6,0.8,99.7,75.9,86.4,81.15,24.0317213056716,67.2682786943284,8.7,77.6,50.3,21.0
157,10910,00ADGD,Blendon and Penhill,00AD,Bexley,36.6,13.9,2.6,2.4,21.5,1.4,59.0,82.4,85.3,83.85,19.5325389550871,62.567461044912896,17.9,9.5,7.8,1.7
158,12548,00AMGG,Hackney Central,00AM,Hackney,136.8,14.1,50.7,11.0,18.4,0.3,68.7,75.0,80.3,77.65,17.5964297099139,74.70357029008609,7.7,52.7,40.5,12.8
159,13439,00AJGY,Southall Broadway,00AJ,Ealing,147.1,14.1,16.4,8.5,23.8,0.9,103.1,81.2,82.4,81.80000000000001,21.1846119502939,68.3153880497061,10.5,93.7,64.1,36.0
160,12395,00APGD,Crouch End,00AP,Haringey,80.9,14.2,10.2,3.4,6.4,0.7,59.1,78.1,82.3,80.19999999999999,15.8612343686971,75.2387656313029,8.9,18.0,29.2,7.6
161,14263,00AYGP,Sainteatham Hill,00AY,Lambeth,81.5,14.2,24.9,6.5,13.5,0.6,57.1,76.4,79.9,78.15,18.3201290051181,73.27987099488189,8.4,37.9,37.8,12.4
162,13643,00AMGF,De Beauvoir,00AM,Hackney,100.9,14.2,39.9,9.4,15.6,0.4,53.7,77.7,81.5,79.6,16.1034962984681,76.8965037015319,7.0,39.9,37.8,11.7
163,13474,00AJHA,Southfield,00AJ,Ealing,72.4,14.3,9.8,3.1,9.0,0.8,74.3,80.7,86.7,83.7,17.3074068576518,72.6925931423482,10.0,20.8,36.2,10.7
164,11135,00AQGG,Headstone South,00AQ,Harrow,40.5,14.4,7.2,3.7,13.1,1.1,73.0,80.0,89.5,84.75,20.3682083520431,67.6317916479569,12.0,56.5,44.2,15.9
165,12072,00AUGA,Canonbury,00AU,Islington,103.9,14.4,47.2,6.8,19.2,0.4,50.0,74.7,84.1,79.4,17.3376408217363,72.9623591782637,9.7,28.2,29.7,9.1
166,16784,00AYGD,Coldharbour,00AY,Lambeth,194.9,14.4,59.1,15.0,17.6,0.4,63.0,73.1,80.0,76.55,21.5622020972355,72.3377979027645,6.1,62.1,43.7,13.3
167,12659,00APGH,Hornsey,00AP,Haringey,66.1,14.5,29.5,8.6,13.8,0.6,57.5,74.7,83.2,78.95,18.1293941069595,73.6706058930405,8.2,31.0,32.2,10.5
168,12900,00AGGW,Swiss Cottage,00AG,Camden,87.0,14.5,16.5,2.9,9.0,0.6,68.6,81.6,85.0,83.3,16.4883720930233,71.9116279069767,11.6,32.4,51.2,17.8
169,10712,00BAFZ,Colliers Wood,00BA,Merton,92.8,14.5,12.6,3.5,13.3,0.7,62.9,77.6,83.3,80.44999999999999,14.1896938013443,77.7103061986557,8.1,40.1,47.2,16.3
170,16404,00BBGS,Plaistow South,00BB,Newham,125.3,14.5,25.1,10.5,21.8,0.6,102.3,75.4,83.4,79.4,25.1097293343087,68.29027066569131,6.6,67.3,51.7,21.9
171,18818,00ACGH,Golders Green,00AC,Barnet,83.3,14.6,13.3,4.5,16.4,1.0,98.7,78.3,84.2,81.25,27.1867361037305,60.813263896269504,12.0,34.2,45.8,17.5
172,11653,00AQGA,Edgware,00AQ,Harrow,63.9,15.0,10.3,4.3,22.5,1.1,91.0,79.6,83.9,81.75,20.2866214708659,68.3133785291341,11.4,65.3,56.5,24.8
173,13206,00BGGM,Weavers,00BG,Tower Hamlets,195.8,15.0,43.4,11.7,20.6,0.3,55.1,78.9,82.2,80.55000000000001,17.3406027563229,75.65939724367709,7.0,47.9,41.2,16.7
174,20049,00ACFZ,Childs Hill,00AC,Barnet,107.1,15.1,12.5,6.2,13.7,0.8,69.0,77.4,82.0,79.7,19.1730260860891,68.4269739139109,12.4,38.9,51.2,23.0
175,9275,00BAGB,Dundonald,00BA,Merton,79.0,15.2,3.7,1.4,7.8,0.8,77.3,80.0,90.1,85.05,16.4851752021563,73.7148247978437,9.8,18.1,35.6,7.3
176,12613,00AGGF,Camden Town with Primrose Hill,00AG,Camden,411.2,15.2,30.5,5.4,11.7,0.5,56.3,79.6,84.4,82.0,15.373027828431,73.326972171569,11.3,26.4,38.8,12.1
177,15811,00ACGN,Oakleigh,00AC,Barnet,59.6,15.3,7.3,3.7,14.7,1.3,72.5,78.9,84.3,81.6,19.1006261463538,64.4993738536462,16.4,26.7,28.5,8.6
178,14051,00AKGL,Bowes,00AK,Enfield,61.8,15.3,10.7,6.8,16.7,0.8,85.4,78.5,83.8,81.15,17.2443242473845,72.15567575261551,10.6,38.6,47.5,23.3
179,8675,00AWGJ,Norland,00AW,Kensington and Chelsea,91.0,15.3,38.5,5.4,14.2,0.6,73.9,87.0,88.6,87.8,17.4755043227666,67.7244956772334,14.8,25.6,40.7,14.4
180,14941,00BEGE,Cathedrals,00BE,Southwark,208.6,15.3,42.8,7.1,12.7,0.4,26.6,75.0,93.3,84.15,10.6887089217589,81.91129107824109,7.4,38.4,40.0,10.4
181,12828,00AQGQ,Roxbourne,00AQ,Harrow,53.5,15.4,25.4,5.7,19.2,1.0,62.1,75.0,84.5,79.75,24.4543186778921,65.7456813221079,9.8,66.3,48.4,20.9
182,15162,00AKGZ,Palmers Green,00AK,Enfield,80.2,15.4,9.0,5.7,20.6,1.0,64.8,78.9,83.3,81.1,18.8431605329112,67.8568394670888,13.3,35.4,41.4,18.1
183,12875,00ALGQ,Blackheath Westcombe,00AL,Greenwich,76.4,15.5,22.4,3.4,12.1,0.8,69.3,79.4,83.8,81.6,16.2796116504854,68.7203883495146,15.0,16.9,23.0,5.2
184,10633,00BKGK,Little Venice,00BK,Westminster,101.8,15.5,18.5,3.7,11.5,0.6,70.0,80.2,92.5,86.35,17.201166180758,72.998833819242,9.8,35.6,52.6,19.9
185,13670,00AMGQ,Queensbridge,00AM,Hackney,149.1,15.6,50.1,12.2,18.8,0.4,69.8,75.9,82.6,79.25,17.542062911485,74.25793708851499,8.2,44.7,38.3,11.8
186,9798,00BAGP,Trinity,00BA,Merton,117.0,15.7,11.9,2.8,9.2,0.8,93.8,80.6,83.9,82.25,16.9320269442743,74.8679730557257,8.2,22.2,36.1,9.8
187,12288,00ATGH,Heston Central,00AT,Hounslow,78.6,15.8,19.5,4.6,17.3,1.1,80.8,77.2,83.2,80.2,20.8414713541667,68.2585286458333,10.9,76.6,54.7,23.9
188,11264,00AGGK,Gospel Oak,00AG,Camden,79.1,15.9,45.9,6.3,17.8,0.5,53.7,74.9,82.5,78.7,19.6022727272727,68.19772727272729,12.2,30.1,34.9,10.4
189,14358,00AUGC,Finsbury Park,00AU,Islington,182.9,15.9,43.4,9.6,20.6,0.3,46.8,74.2,78.8,76.5,18.4148210057111,73.0851789942889,8.5,42.9,41.6,17.5
190,14296,00AHGY,Shirley,00AH,Croydon,39.6,16.0,18.5,4.7,19.1,1.2,71.4,83.0,85.4,84.2,20.6281477336318,62.67185226636819,16.7,30.9,19.7,3.9
191,14906,00AKHE,Town,00AK,Enfield,54.5,16.0,6.1,3.8,17.4,1.2,61.6,79.9,83.8,81.85,20.1730846638937,64.92691533610629,14.9,18.0,17.1,4.4
192,9867,00ABGM,Valence,00AB,Barking and Dagenham,88.6,16.0,37.4,9.5,32.1,0.8,101.1,72.6,78.0,75.3,25.6916996047431,62.208300395256906,12.1,31.5,23.3,7.1
193,16476,00AHGS,Norbury,00AH,Croydon,77.4,16.1,13.8,6.6,16.2,1.0,73.7,81.5,82.8,82.15,21.0184510803593,65.5815489196407,13.4,62.3,43.6,13.0
194,15560,00AFGK,Clock House,00AF,Bromley,51.4,16.3,12.6,3.7,15.2,1.0,77.7,78.8,84.7,81.75,19.7879177377892,68.7120822622108,11.5,20.6,17.3,3.9
195,14579,00AJGZ,Southall Green,00AJ,Ealing,102.7,16.3,13.6,10.9,23.6,0.9,111.7,75.9,87.1,81.5,22.3266341998765,69.47336580012349,8.2,91.4,63.3,36.7
196,10785,00ANGM,Ravenscourt Park,00AN,Hammersmith and Fulham,107.6,16.3,23.2,3.4,9.9,0.6,47.0,78.3,86.2,82.25,17.6263328697265,70.9736671302735,11.4,26.7,37.3,11.6
197,16903,00AEHA,Saintnebridge,00AE,Brent,119.9,16.3,62.3,13.7,25.9,0.6,72.6,75.1,87.9,81.5,28.1902620836538,63.10973791634619,8.7,76.5,48.8,17.2
198,18472,00ACGK,Hendon,00AC,Barnet,81.9,16.4,12.1,4.7,13.5,1.0,88.4,80.1,85.3,82.69999999999999,20.0844521437852,68.0155478562148,11.9,36.3,48.2,20.3
199,10575,00ABGP,Whalebone,00AB,Barking and Dagenham,90.7,16.4,12.3,6.9,24.0,1.0,84.0,81.0,84.1,82.55,23.6501182033097,64.7498817966903,11.6,44.0,29.2,8.4
200,13896,00AUFZ,Caledonian,00AU,Islington,116.7,16.4,44.7,6.3,21.0,0.4,49.2,75.5,81.9,78.7,15.2489925158319,75.7510074841681,9.0,34.7,37.3,14.4
201,15771,00AYGU,Tulse Hill,00AY,Lambeth,95.8,16.6,43.2,11.0,14.7,0.5,63.2,77.4,81.4,79.4,21.0259336757339,72.37406632426611,6.6,52.6,38.6,11.3
202,12025,00AUGH,Junction,00AU,Islington,99.9,16.6,43.3,6.9,16.8,0.4,40.0,77.0,83.3,80.15,15.3929313929314,73.9070686070686,10.7,30.6,34.7,11.5
203,15756,00AZGR,New Cross,00AZ,Lewisham,144.9,16.6,40.5,10.0,17.9,0.5,74.9,73.7,78.2,75.95,20.1891342980452,73.91086570195479,5.9,59.7,46.6,15.3
204,13194,00ARGU,Squirrel's Heath,00AR,Havering,52.7,16.7,8.8,3.9,20.0,1.3,63.0,81.6,89.5,85.55,17.7656510535092,65.9343489464908,16.3,11.5,9.4,1.3
205,15448,00BJGB,Earlsfield,00BJ,Wandsworth,68.0,16.7,21.7,3.1,11.9,0.7,68.1,76.1,84.2,80.15,14.9598653547385,78.3401346452615,6.7,27.7,33.4,8.2
206,13672,00BCGM,Mayfield,00BC,Redbridge,80.2,16.8,7.6,7.0,20.5,1.2,111.4,78.1,82.9,80.5,24.2612638970158,64.13873610298421,11.6,73.3,41.1,13.5
207,14143,00AYGW,Vassall,00AY,Lambeth,100.4,16.8,53.2,11.0,16.0,0.4,47.1,74.3,82.1,78.19999999999999,18.0159796365693,74.7840203634307,7.2,52.7,40.0,12.1
208,14983,00AUGG,Holloway,00AU,Islington,79.4,16.9,46.5,6.2,18.8,0.4,35.0,72.8,81.1,76.94999999999999,15.5776546752987,76.2223453247013,8.2,36.1,39.6,14.9
209,14166,00BGFX,Bethnal Green South,00BG,Tower Hamlets,128.5,16.9,44.9,10.9,21.4,0.3,51.0,77.1,87.3,82.19999999999999,19.709162784131,74.990837215869,5.3,64.3,45.5,23.1
210,12133,00AEGS,Kenton,00AE,Brent,59.7,17.0,5.6,2.6,17.3,1.4,57.9,83.7,86.2,84.95,16.7229868952444,66.0770131047556,17.2,70.0,53.9,19.6
211,16256,00BJGP,Southfields,00BJ,Wandsworth,72.3,17.0,14.7,2.8,10.1,0.7,70.0,78.9,89.8,84.35,18.503937007874,73.796062992126,7.7,24.4,34.8,9.0
212,13449,00AHGK,Coulsdon West,00AH,Croydon,41.2,17.1,4.6,2.7,15.1,1.5,58.7,80.0,82.8,81.4,20.1055840582943,64.5944159417057,15.3,25.2,16.9,2.4
213,15392,00AFGL,Copers Cope,00AF,Bromley,69.5,17.1,9.2,3.1,12.1,1.0,61.5,77.4,82.4,79.9,13.1691787941788,70.0308212058212,16.8,17.4,20.3,4.6
214,11267,00ABGE,Goresbrook,00AB,Barking and Dagenham,82.9,17.1,37.3,9.6,30.0,0.8,97.4,79.3,81.4,80.35,26.5643028312772,63.4356971687228,10.0,33.3,26.8,7.7
215,14727,00AMGE,Dalston,00AM,Hackney,198.0,17.1,38.9,12.0,15.9,0.4,57.2,80.9,79.8,80.35,16.4595640660012,77.34043593399879,6.2,44.5,40.8,14.0
216,10965,00ADGF,Christchurch,00AD,Bexley,110.8,17.3,3.9,3.3,21.0,1.2,61.9,77.8,80.9,79.35,18.1030551755586,63.596944824441394,18.3,13.4,11.5,2.3
217,9839,00ABGJ,Parsloes,00AB,Barking and Dagenham,79.2,17.5,36.4,9.5,31.8,0.8,94.1,76.8,81.8,79.3,26.2221770505133,62.5778229494867,11.2,30.9,23.3,6.6
218,16518,00AHGZ,South Norwood,00AH,Croydon,100.5,17.5,20.7,9.6,15.9,0.7,75.6,75.6,84.4,80.0,21.2979779634338,68.8020220365662,9.9,52.3,32.1,8.2
219,14873,00AJGX,South Acton,00AJ,Ealing,106.8,17.5,33.9,7.3,16.2,0.7,62.9,76.4,79.8,78.1,20.4531701741411,68.44682982585891,11.1,43.5,50.5,23.4
220,16569,00AHGM,Fairfield,00AH,Croydon,261.1,17.5,15.5,4.2,12.3,0.6,74.2,79.2,80.9,80.05000000000001,17.5870601726115,70.7129398273885,11.7,48.7,42.3,13.7
221,17374,00AKHG,Upper Edmonton,00AK,Enfield,125.1,17.6,29.8,11.7,28.3,0.8,88.4,75.4,76.7,76.05000000000001,25.8432139979279,64.95678600207209,9.2,58.0,48.4,22.7
222,11444,00BHGQ,Valley,00BH,Waltham Forest,145.1,17.6,17.9,8.1,26.1,1.1,75.2,77.5,80.9,79.2,21.1464522894093,65.4535477105907,13.4,38.4,25.6,7.9
223,11658,00ASGK,Cavendish,00AS,Hillingdon,43.1,17.7,7.3,2.4,17.2,1.4,59.2,80.6,84.0,82.3,20.6210327671985,63.6789672328015,15.7,19.7,16.7,3.7
224,14017,00AEGJ,Alperton,00AE,Brent,103.1,17.7,12.1,4.5,22.1,0.9,87.6,76.7,87.0,81.85,19.0054933295284,71.4945066704716,9.5,81.8,66.8,32.3
225,17489,00AHHD,West Thornton,00AH,Croydon,112.2,17.7,15.7,7.9,17.9,0.8,81.5,77.6,82.5,80.05,25.050031448339,65.449968551661,9.5,76.5,46.5,15.1
226,11409,00ATGN,Hounslow South,00AT,Hounslow,54.8,17.9,5.1,2.9,15.7,1.3,60.7,83.6,88.7,86.15,19.3110098176718,68.1889901823282,12.5,45.1,38.7,13.2
227,11173,00AQGJ,Kenton West,00AQ,Harrow,57.1,17.9,3.0,3.0,17.9,1.4,64.8,82.0,86.6,84.3,17.9092455025508,67.7907544974492,14.3,72.6,51.3,20.4
228,11442,00ASGS,Manor,00AS,Hillingdon,56.0,18.0,4.1,2.0,17.0,1.3,53.6,80.0,83.1,81.55,20.2412165705296,64.0587834294704,15.7,16.0,16.2,3.6
229,10163,00BFGR,The Wrythe,00BF,Sutton,56.2,18.0,14.7,4.1,22.2,1.1,63.8,77.5,83.9,80.7,,,,,,
230,11740,00AGGH,Fortune Green,00AG,Camden,80.4,18.0,16.7,5.0,9.2,0.6,52.6,80.7,84.8,82.75,15.0425894378194,75.2574105621806,9.7,29.0,43.4,16.1
231,16826,00AFGG,Bromley Town,00AF,Bromley,155.7,18.0,10.0,3.3,13.1,1.0,73.4,78.0,81.1,79.55,19.3510043979555,66.74899560204449,13.9,18.5,19.9,4.9
232,11624,00ABGC,Eastbury,00AB,Barking and Dagenham,87.6,18.1,37.4,10.2,28.9,0.8,90.9,79.9,85.2,82.55000000000001,26.9184445973847,63.581555402615294,9.5,41.7,32.2,11.9
233,11794,00AUGF,Hillrise,00AU,Islington,69.3,18.3,45.3,7.6,17.9,0.5,56.8,74.9,80.6,77.75,19.2470747837884,71.7529252162116,9.0,33.7,32.9,10.4
234,14906,00AYGR,Sainteatham Wells,00AY,Lambeth,81.4,18.3,20.8,6.2,13.9,0.6,68.6,75.4,77.7,76.55000000000001,19.3277874681336,72.3722125318664,8.3,43.1,41.2,14.2
235,16544,00BCGL,,00BC,,108.0,18.3,22.8,10.7,20.1,0.7,,,,,,,,,,
236,18087,00AHGW,Selhurst,00AH,Croydon,140.2,18.3,27.1,9.9,18.9,0.6,77.3,73.9,78.9,76.4,24.5535467462819,66.7464532537181,8.7,65.6,40.1,11.5
237,11663,00AQGR,Roxeth,00AQ,Harrow,64.1,18.4,9.5,5.2,17.3,1.2,69.2,81.6,82.6,82.1,22.8414644602589,66.1585355397411,11.0,66.3,48.4,19.8
238,10730,00BHGB,Endlebury,00BH,Waltham Forest,55.0,18.5,14.7,4.8,23.5,1.3,54.9,80.4,84.4,82.4,18.6113699906803,64.4886300093197,16.9,22.4,17.5,3.8
239,15504,00BJGE,Furzedown,00BJ,Wandsworth,54.0,18.8,16.8,6.5,15.5,0.7,74.2,77.2,81.4,79.30000000000001,22.0459236326109,68.1540763673891,9.8,43.1,36.7,12.9
240,13334,00ARGS,Saint Andrew's,00AR,Havering,82.0,18.8,11.3,3.7,26.2,1.2,65.7,77.1,79.1,78.1,16.4016799160042,62.6983200839958,20.9,7.2,7.7,1.6
241,9485,00BAGJ,Merton Park,00BA,Merton,69.5,18.9,3.9,2.5,11.5,1.0,57.1,84.5,88.5,86.5,19.5044807590933,65.89551924090671,14.6,29.2,35.5,10.1
242,10048,00BFGE,Belmont,00BF,Sutton,30.5,19.0,10.0,3.0,13.7,1.2,65.5,78.6,82.1,80.35,17.7945859872611,65.80541401273891,16.4,22.2,22.1,4.8
243,10273,00BAGF,Lavender Fields,00BA,Merton,68.0,19.0,20.4,5.7,18.1,0.8,76.2,80.8,80.9,80.85,20.3056556020637,72.39434439793631,7.3,46.8,46.1,19.6
244,15790,00AHGL,Croham,00AH,Croydon,73.3,19.1,8.3,4.4,12.0,1.0,77.8,78.9,83.3,81.1,18.2457251424953,69.7542748575047,12.0,31.3,24.3,6.5
245,15474,00AEGX,Preston,00AE,Brent,86.3,19.1,12.6,4.9,17.5,1.0,100.4,80.1,86.2,83.15,20.4278143983456,67.17218560165439,12.4,70.0,57.3,22.8
246,15281,00AEGY,Queens Park,00AE,Brent,115.0,19.1,19.9,6.9,13.3,0.7,76.3,80.4,87.9,84.15,17.983116288201,73.416883711799,8.6,37.0,41.9,14.4
247,13904,00AMGJ,Haggerston,00AM,Hackney,382.1,19.1,44.1,10.4,16.1,0.3,39.8,73.8,84.1,78.94999999999999,15.9882048331415,78.3117951668585,5.7,45.6,45.9,17.4
248,12759,00BKGU,Westbourne,00BK,Westminster,99.0,19.2,48.5,10.0,22.4,0.4,69.0,73.8,78.0,75.9,21.8198918410534,68.6801081589466,9.5,52.8,51.5,24.1
