,Population2011Census,Wardcode,Ward name,Districtcode,District,Crimerate,Openspace,hhSocialRented,JobSeekers,Noqual,Carsperhousehold,GeneralFertilityRate,Malelifeexpectancy,Femalelifeexpectancy,LifeExpectancy,Children,Adult,Greaterthan65,nonwhite,NotBorninUK,NotEnglishspeaking
249,17575,00ACGT,Woodhouse,00AC,Barnet,92.8,19.3,11.5,4.5,15.7,1.0,57.8,78.6,81.1,79.85,18.7482219061166,67.65177809388341,13.6,37.6,41.0,16.2
250,13897,00AJGP,Lady Margaret,00AJ,Ealing,64.1,19.4,7.3,6.1,19.8,1.3,91.3,78.2,81.9,80.05000000000001,20.1986040152551,68.8013959847449,11.0,83.5,55.9,25.2
251,16082,00AHHB,Upper Norwood,00AH,Croydon,85.7,19.5,20.6,7.7,16.6,0.9,82.2,78.1,82.8,80.44999999999999,20.9924138788708,68.00758612112921,11.0,51.3,33.9,9.0
252,18706,00AJGH,East Acton,00AJ,Ealing,144.3,19.6,22.1,7.8,15.0,0.7,62.3,80.1,85.6,82.85,19.2505078584411,72.5494921415589,8.2,50.1,54.4,22.4
253,12786,00ABFX,Abbey,00AB,Barking and Dagenham,172.5,19.6,26.7,8.7,16.4,0.5,103.7,82.9,87.2,85.05000000000001,24.4407946191147,70.5592053808853,5.0,71.9,57.3,25.7
254,10373,00AQGU,West Harrow,00AQ,Harrow,45.4,19.7,9.6,3.7,13.4,1.1,60.8,81.4,82.6,82.0,20.3027089559433,66.6972910440567,13.0,55.8,42.9,14.4
255,13641,00AYGT,Thurlow Park,00AY,Lambeth,103.6,19.7,27.1,5.9,12.7,0.7,61.1,76.8,84.0,80.4,21.0615057547101,70.1384942452899,8.8,36.3,30.3,8.7
256,15105,00AEHC,Tokyngton,00AE,Brent,132.9,19.7,12.0,4.7,19.4,0.9,99.6,80.5,86.6,83.55,18.417742469381,70.282257530619,11.3,76.3,62.9,26.6
257,10650,00BFGS,Wallington North,00BF,Sutton,60.0,19.9,12.9,3.3,16.4,1.1,77.5,78.9,81.3,80.1,19.9154929577465,67.5845070422535,12.5,19.6,16.6,4.4
258,13241,00BCGD,Clayhall,00BC,Redbridge,66.7,19.9,4.9,3.6,17.0,1.4,63.8,84.0,85.4,84.7,21.9016690582282,63.798330941771795,14.3,71.0,38.8,10.9
259,13062,00ALGS,Coldharbour and New Eltham,00AL,Greenwich,60.0,20.0,23.5,4.9,25.4,1.1,75.2,79.0,83.6,81.3,18.6112387077017,64.4887612922983,16.9,18.3,15.6,3.6
260,12629,00BEGW,South Camberwell,00BE,Southwark,72.6,20.0,37.9,6.8,12.4,0.6,56.9,76.4,84.6,80.5,19.6848523240162,73.2151476759838,7.1,44.1,35.8,7.7
261,14638,00APGM,Saint Ann's,00AP,Haringey,91.5,20.0,23.6,11.3,20.4,0.5,76.2,73.6,81.8,77.69999999999999,18.2470282825523,73.2529717174477,8.5,45.7,54.7,25.9
262,17243,00AYGJ,Larkhall,00AY,Lambeth,113.7,20.0,41.4,7.3,13.9,0.4,38.8,74.0,79.2,76.6,16.6560343327727,77.1439656672273,6.2,43.3,42.2,13.0
263,13620,00BEGP,Nunhead,00BE,Southwark,98.5,20.1,47.4,11.3,21.1,0.5,70.4,71.2,77.3,74.25,19.6182085168869,71.4817914831131,8.9,55.5,39.0,9.1
264,13330,00AJHB,Walpole,00AJ,Ealing,100.1,20.1,12.0,3.6,10.2,0.8,66.8,79.0,85.5,82.25,17.9594898724681,71.5405101275319,10.5,27.1,38.0,14.1
265,14727,00AEHE,Wembley Central,00AE,Brent,156.3,20.1,15.6,6.0,20.7,0.8,88.1,76.8,88.2,82.5,18.2114483601548,72.08855163984519,9.7,86.0,68.5,32.9
266,18217,00ACFY,Burnt Oak,00AC,Barnet,67.8,20.2,35.5,6.9,23.6,0.8,94.3,74.7,82.1,78.4,24.5814349234232,66.1185650765768,9.3,53.5,47.1,19.3
267,12452,00ABGD,Gascoigne,00AB,Barking and Dagenham,135.2,20.3,54.0,12.2,25.5,0.5,130.2,73.4,83.6,78.5,31.4969482814006,62.40305171859941,6.1,60.4,48.2,18.7
268,14742,00BJGU,West Putney,00BJ,Wandsworth,51.6,20.5,22.9,3.8,14.5,0.8,50.4,75.6,79.9,77.75,17.7994844661511,68.9005155338489,13.3,22.9,34.4,9.5
269,13232,00AMGC,Chatham,00AM,Hackney,134.3,20.5,51.0,14.1,21.1,0.4,63.2,72.5,81.4,76.95,21.9543530834341,71.1456469165659,6.9,54.4,41.3,14.4
270,13787,00AKHD,Southgate Green,00AK,Enfield,65.9,20.6,12.0,4.3,16.3,1.1,57.8,78.2,85.2,81.7,18.1112642344237,66.5887357655763,15.3,33.2,36.2,14.0
271,14937,00AZGH,Crofton Park,00AZ,Lewisham,70.7,20.7,16.8,5.9,15.3,0.7,84.4,78.5,86.4,82.45,19.5353819374707,71.3646180625293,9.1,39.6,30.1,7.0
272,14262,00AYGL,Prince's,00AY,Lambeth,142.1,20.7,47.1,8.9,16.3,0.4,65.9,74.5,81.5,78.0,16.8980507642687,73.8019492357313,9.3,43.4,38.5,12.4
273,17098,00ACGA,Colindale,00AC,Barnet,68.8,20.8,34.3,4.8,18.0,0.8,68.6,76.4,84.6,80.5,22.2306702538309,69.36932974616909,8.4,59.9,52.7,23.2
274,10923,00ABGK,River,00AB,Barking and Dagenham,92.8,20.8,25.7,8.6,29.9,0.8,80.4,73.2,77.9,75.55000000000001,26.8515975464616,63.048402453538394,10.1,38.4,30.9,9.6
275,11306,00ANGF,Fulham Reach,00AN,Hammersmith and Fulham,98.4,20.9,31.9,3.8,11.7,0.5,40.9,82.0,92.7,87.35,12.6039271183442,78.8960728816558,8.5,30.5,43.6,14.0
276,13231,00AMGT,Victoria,00AM,Hackney,109.7,20.9,52.3,12.5,19.5,0.4,62.9,79.4,86.8,83.1,20.6409190537374,71.95908094626259,7.4,44.2,34.0,10.4
277,16238,00BGGH,Saint Dunstan's and Saintpney Green,00BG,Tower Hamlets,99.2,21.2,54.0,11.7,26.9,0.4,92.9,71.6,77.3,74.44999999999999,23.7159748737529,67.7840251262471,8.5,65.2,39.8,19.8
278,9752,00BDGP,Whitton,00BD,Richmond upon Thames,57.0,21.3,9.8,2.8,17.0,1.2,76.8,79.7,85.8,82.75,19.3396226415094,64.3603773584906,16.3,21.5,23.3,6.7
279,16760,00BCGP,Newbury,00BC,Redbridge,73.4,21.4,10.0,6.5,17.4,1.1,84.5,78.8,83.8,81.3,25.4474940334129,65.4525059665871,9.1,77.2,47.5,17.6
280,10712,00BFGL,Saintnecot,00BF,Sutton,52.6,21.5,3.7,2.8,20.5,1.4,45.6,78.7,85.2,81.95,20.5843913368185,64.9156086631815,14.5,20.9,18.1,5.2
281,9431,00AXGH,Old Malden,00AX,Kingston upon Thames,34.0,21.6,9.1,2.3,15.7,1.4,62.6,82.4,85.9,84.15,19.8706393807656,64.4293606192344,15.7,30.8,27.3,8.4
282,14648,00AZGM,Grove Park,00AZ,Lewisham,69.9,21.6,26.7,7.1,22.5,0.9,66.4,77.2,82.2,79.7,20.8287820862916,66.57121791370841,12.6,37.5,26.9,7.0
283,11634,00AUGD,Highbury East,00AU,Islington,96.6,21.6,31.1,4.7,13.4,0.5,64.2,76.7,80.5,78.6,17.0190820010315,73.28091799896849,9.7,23.5,30.9,9.3
284,14810,00BBGD,Canning Town North,00BB,Newham,125.7,21.7,49.3,14.4,25.7,0.5,72.4,74.6,75.9,75.25,22.9574611748818,69.3425388251182,7.7,59.2,47.9,18.6
285,9343,00AWGQ,Saint Charles,00AW,Kensington and Chelsea,85.1,21.9,58.7,9.4,21.5,0.5,59.5,78.9,82.3,80.6,19.0516964572407,69.7483035427593,11.2,37.6,37.8,13.5
286,15098,00AFGD,Bickley,00AF,Bromley,45.3,22.1,7.0,2.4,14.5,1.4,57.7,78.3,81.5,79.9,19.2210888859452,60.97891111405481,19.8,14.5,15.7,2.7
287,10411,00AQGM,Pinner South,00AQ,Harrow,0.9,22.2,6.7,1.9,11.4,1.4,61.1,82.7,93.1,87.9,21.1603112092979,61.7396887907021,17.1,40.6,29.4,6.8
288,14721,00AHGF,Ashburton,00AH,Croydon,62.7,22.2,21.5,5.4,19.5,1.1,60.0,78.5,82.3,80.4,21.7784117926771,65.02158820732289,13.2,36.7,22.3,4.8
289,14854,00AZGL,Forest Hill,00AZ,Lewisham,78.2,22.2,26.4,7.6,13.9,0.7,74.1,76.5,80.4,78.45,21.1188905345362,68.8811094654638,10.0,38.2,31.1,8.2
290,14019,00AJGG,Ealing Common,00AJ,Ealing,91.3,22.2,14.6,4.8,10.8,0.9,49.6,77.0,86.3,81.65,15.2221984449675,73.4778015550325,11.3,31.5,43.1,15.4
291,9618,00BKGD,Churchill,00BK,Westminster,107.2,22.2,49.8,6.8,19.1,0.4,46.0,74.6,81.9,78.25,20.1289249324184,67.0710750675816,12.8,39.4,44.4,17.4
292,11655,00BFGW,Worcester Park,00BF,Sutton,42.3,22.3,6.4,2.4,17.2,1.2,83.0,81.1,83.7,82.4,20.7893607893608,65.8106392106392,13.4,20.0,21.5,6.1
293,12526,00AYGS,Thornton,00AY,Lambeth,59.9,22.4,39.1,5.9,14.2,0.6,65.8,79.0,85.2,82.1,20.6610250678589,71.4389749321411,7.9,40.5,37.0,10.1
294,10385,00ABFY,Alibon,00AB,Barking and Dagenham,93.2,22.4,36.8,10.2,31.2,0.8,103.7,76.3,80.9,78.6,26.4034665382764,63.1965334617236,10.4,29.9,24.7,7.9
295,11977,00ATGQ,Isleworth,00AT,Hounslow,83.3,22.6,34.1,4.9,19.9,0.9,89.7,74.9,82.9,78.9,21.3242047257243,68.8757952742757,9.8,34.8,33.8,11.7
296,12700,00BHFY,Cathall,00BH,Waltham Forest,84.2,22.6,38.5,13.2,19.3,0.5,79.3,74.9,81.6,78.25,21.3622047244094,71.83779527559061,6.8,61.0,50.1,20.0
297,14349,00AJGL,Greenford Green,00AJ,Ealing,87.0,22.6,9.7,4.8,17.8,1.1,94.4,79.0,84.0,81.5,20.9631333193951,67.1368666806049,11.9,49.0,50.1,21.9
298,16603,00AZGK,Evelyn,00AZ,Lewisham,95.7,22.6,57.3,10.2,19.1,0.4,65.5,76.7,84.0,80.35,23.2006263928206,70.7993736071794,6.0,60.9,44.8,16.0
299,9578,00AXGN,Tudor,00AX,Kingston upon Thames,42.7,22.7,7.5,1.9,10.1,1.2,61.7,82.5,86.4,84.45,22.9379828774274,63.4620171225726,13.6,17.6,23.9,6.1
300,11479,00AHGN,Fieldway,00AH,Croydon,64.7,22.8,60.6,11.0,34.4,0.8,78.1,75.4,78.6,77.0,31.1089816186079,58.7910183813921,10.1,34.4,19.3,4.1
301,14039,00AMGM,Leabridge,00AM,Hackney,84.4,23.0,32.0,11.4,18.5,0.5,71.9,73.7,78.1,75.9,21.091245815229,71.908754184771,7.0,52.7,40.7,17.3
302,11240,00BAGC,Figge's Marsh,00BA,Merton,99.0,23.0,27.3,9.1,21.0,0.8,114.6,75.9,80.2,78.05000000000001,23.1138790035587,67.5861209964413,9.3,57.4,44.9,16.3
303,14429,00APGL,Northumberland Park,00AP,Haringey,124.1,23.0,48.6,20.8,29.2,0.5,81.7,73.8,84.0,78.9,27.0427611061058,65.0572388938942,7.9,60.9,53.5,25.5
304,10536,00BFGQ,Sutton West,00BF,Sutton,39.9,23.1,3.9,2.5,13.5,1.1,63.2,79.4,82.2,80.80000000000001,18.0713743356112,68.0286256643888,13.9,23.0,25.1,7.8
305,14390,00BEGS,Riverside,00BE,Southwark,147.9,23.2,34.3,4.7,13.5,0.5,50.0,78.0,80.8,79.4,12.4461431549687,81.1538568450313,6.4,31.2,40.5,12.7
306,11984,00AQGN,Queensbury,00AQ,Harrow,55.4,23.3,3.9,3.2,20.8,1.2,68.8,77.7,85.2,81.45,21.1949265687583,67.2050734312417,11.6,75.0,57.5,26.2
307,15986,00BGGD,Limehouse,00BG,Tower Hamlets,84.2,23.4,41.2,11.7,21.9,0.5,70.3,77.0,79.3,78.15,22.2757412736144,71.5242587263856,6.2,56.8,43.8,19.7
308,15968,00APGN,Seven Sisters,00AP,Haringey,95.2,23.4,31.8,10.3,24.4,0.5,90.7,77.6,89.3,83.44999999999999,27.0415831663327,65.6584168336673,7.3,41.2,49.1,22.5
309,11172,00BDGH,Saint Margarets and North Twickenham,00BD,Richmond upon Thames,55.1,23.5,4.0,1.6,6.6,1.1,61.7,84.1,94.5,89.3,21.8403150733978,68.6596849266022,9.5,12.3,23.3,4.8
310,15575,00BBGJ,East Ham South,00BB,Newham,92.0,23.5,31.1,10.4,24.3,0.7,100.0,74.9,80.2,77.55000000000001,27.8523274478331,64.74767255216689,7.4,67.7,46.6,19.7
311,10955,00AXGF,Grove,00AX,Kingston upon Thames,366.4,23.6,13.2,2.2,8.5,0.8,52.9,77.7,88.8,83.25,12.8617069831127,77.7382930168873,9.4,23.2,31.4,11.2
312,10483,00AXGK,Saint Mark's,00AX,Kingston upon Thames,63.1,23.9,6.7,2.9,6.7,0.9,54.8,81.4,81.3,81.35,11.0750739292187,80.7249260707813,8.2,21.3,29.1,8.9
313,12262,00ARGH,Hacton,00AR,Havering,32.8,24.1,4.4,3.1,25.3,1.3,45.4,80.6,85.2,82.9,16.5878323275159,63.7121676724841,19.7,7.3,7.3,1.7
314,14916,00AZGT,Rushey Green,00AZ,Lewisham,140.6,24.1,26.9,9.2,18.0,0.6,78.2,75.2,80.1,77.65,22.0367390721373,68.9632609278627,9.0,59.1,38.0,10.2
315,11557,00BEGJ,East Walworth,00BE,Southwark,166.9,24.1,53.9,7.4,20.8,0.4,58.2,74.5,81.9,78.2,18.4996106255949,73.2003893744051,8.3,51.8,43.8,13.7
316,15110,00BGGK,Shadwell,00BG,Tower Hamlets,77.9,24.2,42.7,14.8,21.3,0.4,78.3,81.0,95.2,88.1,22.3891462607545,71.3108537392455,6.3,64.4,45.1,23.2
317,15929,00ACGG,Garden Suburb,00AC,Barnet,82.1,24.2,4.9,2.0,8.2,7.2,73.5,82.7,87.3,85.0,20.3653713353004,63.33462866469961,16.3,21.4,36.0,10.9
318,16769,00AFGN,Cray Valley West,00AF,Bromley,84.7,24.2,33.5,7.1,28.5,1.1,68.2,76.6,82.6,79.6,23.6269306458346,61.473069354165396,14.9,13.9,10.9,2.5
319,15427,00AJGC,Acton Central,00AJ,Ealing,100.9,24.2,23.3,6.6,14.3,0.7,75.1,81.3,90.7,86.0,19.66033577494,70.73966422506001,9.6,40.0,48.3,21.0
320,9738,00BAGM,Raynes Park,00BA,Merton,48.3,24.4,10.7,1.8,9.7,1.0,82.3,80.0,83.8,81.9,19.172314643664,67.127685356336,13.7,19.8,33.4,8.7
321,13651,00AFGY,Petts Wood and Knoll,00AF,Bromley,37.6,24.6,2.7,2.1,15.2,1.4,61.4,84.2,88.5,86.35,18.342978536371,60.75702146362901,20.9,9.2,10.6,1.8
322,12519,00ALGT,Eltham North,00AL,Greenwich,59.9,24.6,17.0,4.1,20.0,1.1,57.9,77.9,86.0,81.95,18.6117102004952,64.78828979950481,16.6,11.3,13.9,3.4
323,11758,00APGP,Saintoud Green,00AP,Haringey,69.9,24.6,22.9,5.5,10.1,0.6,40.0,77.0,89.9,83.45,16.2782786188127,76.8217213811873,6.9,25.9,31.3,9.0
324,12488,00APGE,Fortis Green,00AP,Haringey,71.2,24.6,11.2,3.5,9.2,0.9,49.2,81.5,87.3,84.4,21.2764253683536,67.7235746316464,11.0,20.1,27.5,8.3
325,10285,00BFGH,Cheam,00BF,Sutton,45.3,24.7,2.5,1.9,14.6,1.5,46.3,82.3,83.0,82.65,19.8249878463782,60.47501215362179,19.7,21.2,18.6,3.3
326,12910,00BCGH,Fullwell,00BC,Redbridge,76.8,24.9,14.9,6.1,23.4,1.2,75.1,78.8,83.2,81.0,21.5491866769946,62.850813323005404,15.6,48.5,29.6,8.0
327,15106,00AYGK,Oval,00AY,Lambeth,146.2,24.9,34.8,6.0,13.0,0.4,42.1,77.1,79.8,78.44999999999999,13.9944392956441,78.8055607043559,7.2,36.9,42.6,15.0
328,12760,00ANGN,Sands End,00AN,Hammersmith and Fulham,73.8,25.0,33.9,4.2,12.8,0.6,48.6,78.2,81.8,80.0,17.9153605015674,73.6846394984326,8.4,30.6,39.0,11.8
329,13403,00AKHH,Winchmore Hill,00AK,Enfield,54.1,25.2,6.4,3.9,15.4,1.2,68.8,78.5,81.5,80.0,18.4212489741103,66.6787510258897,14.9,23.8,27.0,8.1
330,17326,00AFGX,Penge and Cator,00AF,Bromley,97.7,25.2,29.8,7.4,17.0,0.8,70.5,75.5,80.6,78.05,20.8011081611451,69.4988918388549,9.7,34.6,25.8,6.4
331,13725,00APGB,Bounds Green,00AP,Haringey,92.6,25.3,28.4,8.5,17.3,0.6,61.9,74.2,81.6,77.9,18.6739526411658,72.1260473588342,9.2,39.8,48.5,21.5
332,13517,00AJGQ,Northfield,00AJ,Ealing,49.0,25.6,6.7,2.6,8.7,0.9,63.4,84.2,85.2,84.7,18.8281423392765,70.1718576607235,11.0,23.2,36.2,11.1
333,14515,00AZGN,Ladywell,00AZ,Lewisham,90.7,25.6,23.6,6.1,12.8,0.7,63.6,74.5,79.2,76.85,18.3258697898725,72.7741302101275,8.9,45.4,35.4,9.4
334,13712,00AYGF,Gipsy Hill,00AY,Lambeth,94.3,25.7,,,,,70.1,77.2,83.0,80.1,22.4912485414236,69.4087514585764,8.1,44.9,30.6,7.7
335,10844,00ADGW,Sidcup,00AD,Bexley,53.1,25.8,6.7,2.0,19.1,1.2,43.7,76.4,78.8,77.6,15.8151973441534,64.1848026558466,20.0,10.1,10.6,2.2
336,12952,00ARGM,Hylands,00AR,Havering,61.9,26.0,7.2,3.2,23.7,1.4,43.1,77.8,84.5,81.15,17.6343421865349,66.1656578134651,16.2,9.7,7.9,1.7
337,11949,00BFGK,Saint Helier,00BF,Sutton,75.5,26.0,40.5,7.5,27.3,1.0,86.2,75.8,81.1,78.44999999999999,24.1693865595447,65.2306134404553,10.6,25.5,22.6,8.1
338,17625,00AJGK,Greenford Broadway,00AJ,Ealing,113.5,26.2,23.4,7.6,21.9,0.9,93.5,77.4,81.2,79.30000000000001,23.4439716312057,65.5560283687943,11.0,57.3,48.6,22.2
339,13979,00ASHA,Uxbridge South,00AS,Hillingdon,123.0,26.2,22.2,3.9,14.1,1.0,36.6,75.1,81.8,78.44999999999999,13.2627512697618,77.13724873023821,9.6,37.9,30.9,10.0
340,15311,00AFGW,Orpington,00AF,Bromley,77.6,26.3,15.8,4.8,22.3,1.2,57.0,79.1,84.6,81.85,19.1626934883417,59.637306511658295,21.2,12.6,11.9,2.3
341,10858,00ADGL,East Wickham,00AD,Bexley,45.3,26.5,12.6,4.6,26.4,1.2,71.2,79.0,84.0,81.5,18.9169276109781,63.08307238902191,18.0,16.9,13.4,3.2
342,12378,00AMGR,Springfield,00AM,Hackney,64.6,26.5,47.0,10.8,31.7,0.4,126.5,80.2,84.2,82.2,33.1879140410406,59.9120859589594,6.9,44.9,39.4,18.2
343,10109,00AXFZ,Beverley,00AX,Kingston upon Thames,74.5,26.5,11.5,2.9,15.2,1.0,66.1,76.8,80.0,78.4,20.6647541794441,66.43524582055589,12.9,32.6,32.4,13.3
344,14336,00AYGQ,Sainteatham South,00AY,Lambeth,69.7,26.6,15.5,7.6,17.0,0.8,69.3,81.3,84.5,82.9,20.6682477678571,68.4317522321429,10.9,52.5,44.5,15.8
345,15318,00BBGQ,Manor Park,00BB,Newham,83.3,26.6,22.5,10.9,20.7,0.7,97.6,75.3,79.5,77.4,23.5082908995952,69.39170910040481,7.1,81.5,56.2,27.6
346,15996,00BBGE,Canning Town South,00BB,Newham,86.2,26.6,36.0,9.2,22.6,0.5,59.8,74.5,85.9,80.2,21.0865216304076,71.8134783695924,7.1,54.5,47.5,19.9
347,13425,00AEGM,Dollis Hill,00AE,Brent,94.9,26.6,22.1,8.0,24.4,0.9,81.2,79.8,87.5,83.65,25.0651769087523,63.634823091247696,11.3,64.3,54.5,22.0
348,12330,00ATGC,Cranford,00AT,Hounslow,105.0,26.6,29.1,6.0,20.2,1.0,117.4,78.4,86.8,82.6,21.3787510137875,68.5212489862125,10.1,73.9,56.2,26.5
349,9987,00BDGK,South Twickenham,00BD,Richmond upon Thames,41.4,26.7,6.6,1.3,6.4,1.1,74.1,82.5,87.0,84.75,18.4740162210874,71.2259837789126,10.3,9.7,18.8,4.0
350,15561,00AJGM,Hanger Hill,00AJ,Ealing,73.2,26.7,4.7,3.3,9.2,1.0,71.1,83.2,88.2,85.7,18.9705031810295,68.2294968189705,12.8,43.1,53.1,23.8
351,14514,00APGU,Woodside,00AP,Haringey,99.2,26.8,23.2,9.2,20.0,0.6,59.0,74.0,84.4,79.2,19.1883698498002,72.3116301501998,8.5,43.2,54.2,25.6
352,16556,00BJGM,Saint Mary's Park,00BJ,Wandsworth,89.3,26.9,21.8,4.8,11.4,0.7,64.6,72.5,76.2,74.35,13.9164049287267,75.68359507127329,10.4,28.2,38.9,11.3
353,14767,00ASGW,Pinkwell,00AS,Hillingdon,97.8,26.9,20.4,6.0,22.0,1.2,94.4,74.5,86.2,80.35,26.3357486286991,65.06425137130091,8.6,68.2,45.3,18.5
354,10355,00BFGN,Sutton North,00BF,Sutton,49.9,27.0,11.1,3.8,21.6,1.1,60.5,76.9,82.9,79.9,20.1352003862868,63.3647996137132,16.5,21.9,21.1,6.1
355,10313,00BDGD,Heathfield,00BD,Richmond upon Thames,59.0,27.0,21.2,3.8,20.4,1.2,80.0,80.2,82.3,81.25,20.1687190924076,65.0312809075924,14.8,30.4,26.6,8.7
356,10039,00BFGF,Carshalton Central,00BF,Sutton,60.0,27.0,7.0,3.3,15.4,1.2,60.5,82.9,85.4,84.15,19.0656439884451,67.2343560115549,13.7,13.7,15.0,3.7
357,16263,00AKGU,Haselbury,00AK,Enfield,72.3,27.0,19.5,11.0,27.2,0.8,83.4,81.0,83.4,82.2,25.4196642685851,65.2803357314149,9.3,54.3,46.0,22.1
358,13528,00AGGT,Regent's Park,00AG,Camden,182.8,27.0,48.0,6.7,17.5,0.4,53.5,74.8,83.8,79.3,15.9151389710231,74.48486102897691,9.6,44.3,45.2,15.6
359,12319,00ATGJ,Heston East,00AT,Hounslow,83.7,27.1,15.7,4.6,16.1,1.2,83.5,85.6,86.2,85.9,20.3831479827908,69.1168520172092,10.5,77.4,56.5,26.1
360,14184,00BHGM,Leyton,00BH,Waltham Forest,104.6,27.1,34.5,12.5,21.1,0.6,83.6,79.0,80.7,79.85,24.2808798646362,68.31912013536379,7.4,63.5,48.8,20.8
361,14454,00AKHC,Southgate,00AK,Enfield,59.3,27.2,7.4,4.6,16.1,1.1,67.0,81.1,85.4,83.25,18.8390756883908,67.0609243116092,14.1,31.6,33.2,11.7
362,10210,00BKGL,Maida Vale,00BK,Westminster,76.6,27.2,24.5,4.6,13.2,0.5,71.6,87.6,88.8,88.19999999999999,17.8844270323213,72.9155729676787,9.2,37.6,49.0,15.2
363,15551,00BBGX,West Ham,00BB,Newham,78.6,27.2,40.9,10.9,20.9,0.5,64.1,77.2,80.9,79.05000000000001,21.5998971127259,71.4001028872741,7.0,65.5,51.2,22.1
364,12709,00AKGT,Grange,00AK,Enfield,70.2,27.4,3.4,3.1,16.1,1.3,60.0,82.5,86.1,84.3,17.6095680226611,63.590431977338895,18.8,19.6,22.1,6.4
365,8741,00AXGB,Chessington North and Hook,00AX,Kingston upon Thames,49.8,27.5,14.8,2.8,21.9,1.3,58.9,79.0,87.4,83.2,20.6154902185105,64.8845097814895,14.5,15.0,17.2,5.0
366,15174,00AMGK,Hoxton,00AM,Hackney,103.8,27.6,54.3,9.4,17.7,0.3,47.7,77.9,84.0,80.95,15.8626598128377,77.93734018716229,6.2,46.5,44.8,16.6
367,13449,00ASGG,Barnhill,00AS,Hillingdon,96.8,27.8,19.2,5.8,22.4,1.2,75.1,75.6,82.5,79.05,24.3215108930032,66.07848910699681,9.6,68.4,45.4,19.0
368,13431,00APGT,White Hart Lane,00AP,Haringey,97.8,27.8,48.7,14.4,30.0,0.6,73.0,74.2,79.0,76.6,27.4067455885638,64.19325441143619,8.4,52.5,44.6,19.2
369,12852,00AYGB,Clapham Common,00AY,Lambeth,91.7,27.9,23.7,3.8,8.3,0.7,43.3,77.8,82.1,79.94999999999999,15.6084656084656,77.59153439153441,6.8,24.3,33.5,7.6
370,14249,00AZGX,Whitefoot,00AZ,Lewisham,95.8,27.9,34.5,8.8,25.9,0.8,71.4,77.5,82.7,80.1,25.791283598849,62.90871640115101,11.3,50.5,29.5,6.8
371,8178,00AWGA,Campden,00AW,Kensington and Chelsea,136.8,27.9,7.0,1.5,4.5,0.7,51.5,82.2,85.0,83.6,15.5906089508437,71.9093910491563,12.5,21.4,52.8,18.3
372,16394,00ACFX,Brunswick Park,00AC,Barnet,55.9,28.0,9.0,4.0,17.4,1.3,55.2,83.8,83.2,83.5,20.6233988044406,64.9766011955594,14.4,31.6,30.9,10.2
373,12551,00AMGP,New River,00AM,Hackney,75.2,28.0,44.5,8.5,29.0,0.4,128.2,79.9,82.8,81.35,28.8821607840013,63.4178392159987,7.7,39.3,40.2,19.4
